SEC2000.2021.02.02SDTEZ
TimeStamp,gYawDev25s,gYawTwistPosition,gNacVibrationX,gNacVibrationY,gVibEffectiveValue,gRotSpeed1,gRotSpeed2,gRotSpeedSSI,gActualGenSpd,gConvTorqueActualVal,gWindSpeed10s,gWindSpeed1,gWindSpeed2,gWindDirection1Avg25s,gWindDirection2Avg25s,gPitSysTagPosSet,gPitchPosition,gHydSysPressure,gSCACosPhiSet,gScadaPowReduct,gBrakeCode,gYawCode,gMainLoopNumber,ManuControl,buf_safety_1,buf_safety_2,gCscDataIn.StateWord,gConvTorqueSetVal,buf_Conv_control,buf_gTBDI937101,buf_gTBDI937102,buf_gTBDO932201,buf_gTBDO932202,buf_gNacDI937101,buf_gNacDI937102,buf_gNacDI937103,buf_gNacDI937104,buf_gNacDI937105,buf_gNacDI937106,buf_gNacDI937107,buf_gNacDO932201,buf_gNacDO932202,buf_gNacDO932203,buf_gNacDO932204,gTmpCabTb,gTmpTb,gTmpTf,gTmpCabNac,gTmpNac,gTmpNacOutdoor,gYawSpeed,gTmpGbxLow,gTmpGbxInletOil,gTmpGbxOil,gTmpGbxWater,gTmpGenWinding,gTmpGenCoolWater,gTmpGenWindingU1,gTmpGenWindingV1,gTmpGenWindingW1,gTmpGenBearingF,gTmpGenBearingR,gTmpGenRing,gTmpGenInletAir,gTmpGenOutletAir,gGridU1,gGridU2,gGridU3,gGridIL1,gGridIL2,gGridIL3,gGridFreq,gGridP,gGridQ,gGridCosPhi,gPitPosEnc1[0],gPitPosEnc1[1],gPitPosEnc1[2],gPitPosEnc2[0],gPitPosEnc2[1],gPitPosEnc2[2],gPitDrvCurrentInv[0],gPitDrvCurrentInv[1],gPitDrvCurrentInv[2],gPitAxisBattVolt[0],gPitAxisBattVolt[1],gPitAxisBattVolt[2],gBufPitchStatus_1,gBufPitchStatus_2,gBufPitchStatus_3,gBufPitchStatus_4,gBufPitchStatus_5,gBufPitchStatus_6,gBufPitchStatus_7,gBufPitchStatus_8,BufferType,gRegion,,,,
2022_4_8_19:36:7:920,0.812381,395.812,0.00681631,0.00988189,0.00554131,14.8418,14.8418,14.8593,1857.86,99.012,9.93093,9.64095,9.64095,0.812381,0.812381,4.53386,4.62533,154.562,0,1,0,0,8,0,255,255,979.8,99.1986,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,36.7,36.7,27.8,1.06165e-15,75.87,61.8,68.1,61,97.52,36.4,97.52,97.14,96.5,58.49,52.79,45.89,0,0,419.1,416.6,413.4,1678,1705.4,1721.6,50.039,2118.3,78.1,0.7978,4.624,4.62,4.632,4.726,4.628,4.622,16.06,10.28,15.57,309.96,328.3,306.5,18498,32793,33817,32793,8.1,8.1,8.1,5913,0,3,0,0,0,
2022_4_8_19:36:8:920,-0.0311018,395.812,0.00748466,0.0153218,0.00202508,14.9707,14.9707,15.0401,1861.45,99.179,9.97287,9.84039,9.84039,-0.0311018,-0.0311018,6.00795,5.78667,154.617,0,1,0,0,8,0,255,255,877.4,99.1635,8,139,3075,571.2,14,4087,1,2058,1012,7,4080,3967,1166.8,204,2316,288,33.7,33,3276.7,36.7,36.7,27.8,1.06165e-15,75.86,61.8,68.1,61,97.5,36.4,97.5,97.2,96.52,58.42,52.91,45.7,0,0,418,417.3,414.3,1680.6,1713.5,1729.7,50.021,2120.7,80,0.5985,5.788,5.793,5.779,5.872,5.77,5.769,3.21,5.91,6.9,309.97,328.31,306.54,18498,32793,33817,32793,8.1,8.3,8.2,5913,0,3,0,0,0,
2022_4_8_19:36:9:920,-0.340023,395.812,0.00889615,0.0199011,0.00575745,14.7979,14.7979,14.979,1852.24,98.867,9.48979,8.26563,8.26563,-0.340023,-0.340023,6.88847,7.06667,154.624,0,1,0,0,8,0,255,255,877.4,98.8416,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,36.7,36.7,27.8,1.06165e-15,75.87,61.8,68.1,61,97.53,36.4,97.53,97.2,96.54,58.4,52.91,45.74,0,0,419.5,416.7,413.5,1669.8,1695.8,1711.6,50.016,2118.6,78.1,0.9971,7.069,7.06,7.071,7.187,7.038,7.05,13.72,16.1,12.02,309.91,328.3,306.52,18498,32793,33817,32793,8.1,8.1,8.3,5913,0,3,0,0,0,
2022_4_8_19:36:10:920,-0.189629,395.812,0.00825983,0.0210273,0.00612719,14.7627,14.7627,14.7806,1839.27,98.653,9.34173,9.95468,9.95468,-0.189629,-0.189629,6.16956,6.01033,154.632,0,1,0,0,8,0,255,255,570.2,98.8341,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,36.73,36.7,27.8,1.06165e-15,75.84,61.8,68.1,61,97.58,36.4,97.58,97.15,96.53,58.43,52.85,45.85,0,0,417.5,417.4,414.5,1648,1685,1701,49.992,2093.6,66.7,0.9972,6.01,6.017,6.004,6.104,6,6.024,11.9,8.68,5.86,309.91,328.3,306.5,18498,32793,33817,32793,8,8,8,5913,0,3,0,0,0,
2022_4_8_19:36:11:920,-0.452766,395.812,0.00773186,0.0225303,0.00652628,14.6865,14.6865,14.7088,1835.09,98.99,9.76713,10.5635,10.5635,-0.452766,-0.452766,6.18893,6.34667,154.68,0,1,0,0,8,0,255,255,775,99.1766,8,139,3075,468.8,14,4087,1,2058,1012,7,4080,3967,1141.2,204,2316,288,33.7,33,3276.7,36.73,36.72,27.82,1.06165e-15,75.87,61.8,68.1,61,97.53,36.4,97.53,97.15,96.54,58.42,52.82,45.86,0,0,418.7,416.7,413.6,1655,1683.5,1698.3,49.983,2093,91.7,0.5984,6.343,6.343,6.354,6.442,6.348,6.356,18.17,11.36,16.75,309.9,328.3,306.52,18498,32793,33817,32793,8.1,8.1,8.1,5913,0,3,0,0,0,
2022_4_8_19:36:12:920,-2.35448,395.812,0.00688955,0.0240104,0.00732601,14.7861,14.7861,14.8278,1836.69,99.214,10.0745,10.5507,10.5507,-2.35448,-2.35448,6.87121,6.614,154.646,0,1,0,0,8,0,255,255,775,99.2304,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,36.7,36.71,27.85,1.06165e-15,75.89,61.8,68.1,61,97.52,36.4,97.52,97.22,96.54,58.42,52.88,45.84,0,0,418.6,416.8,413.5,1663.3,1691.3,1707.4,50.018,2093.3,40.4,0.3991,6.615,6.617,6.61,6.703,6.609,6.567,2.96,3.9,6.24,309.9,328.3,306.5,18498,32793,33817,32793,8.1,8.2,8.2,5913,0,3,0,0,0,
2022_4_8_19:36:13:920,-3.56245,395.812,0.00545366,0.0256691,0.00828017,14.6338,14.6338,14.8138,1835.61,99.116,10.0712,9.91134,9.91134,-3.56245,-3.56245,7.60343,7.80333,154.68,0,1,0,0,8,0,255,255,979.8,99.0791,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,36.7,36.72,27.89,1.06165e-15,75.87,61.8,68.1,61.01,97.6,36.4,97.6,97.28,96.54,58.41,52.88,45.85,0,0,418.9,416.8,414,1656.1,1685.3,1701.1,50.04,2102.7,65.2,0.7978,7.796,7.805,7.809,7.923,7.779,7.773,13.21,16.34,12.64,309.9,328.3,306.5,18498,32793,33817,32793,8.1,8.1,8.2,5913,0,3,0,0,0,
2022_4_8_19:36:14:920,-5.85058,395.812,0.00492111,0.0252876,0.00723296,14.6367,14.6367,14.6506,1824.7,98.559,10.492,12.3092,12.3092,-5.85058,-5.85058,6.87118,6.707,154.546,0,1,0,0,8,0,255,255,877.4,98.9183,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,36.73,36.7,27.9,1.06165e-15,75.9,61.8,68.1,61.03,97.58,36.4,97.58,97.22,96.54,58.41,52.87,45.85,0,0,419.2,416.6,413.1,1642,1665.8,1681.4,50.006,2075.8,83.9,0.7982,6.715,6.699,6.707,6.814,6.686,6.7,13.18,7.91,5.92,309.89,328.3,306.5,18498,32793,33817,32793,8,8,8,5913,0,3,0,0,0,
2022_4_8_19:36:15:920,-7.64738,395.812,0.00531938,0.02584,0.00690122,14.5576,14.5576,14.5804,1815.27,99.063,11.3546,12.3484,12.3484,-7.64738,-7.64738,6.80099,7.01933,154.577,0,1,0,0,8,0,255,255,775,99.0252,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,36.7,36.71,27.9,1.06165e-15,75.89,61.8,68.1,61,97.56,36.4,97.56,97.25,96.54,58.44,52.85,45.84,0,0,419.3,416.8,413.3,1638.8,1663.7,1678.9,50.091,2072.6,75.6,0.9971,7.02,7.02,7.018,7.107,7.044,6.999,18.26,12.77,15.58,309.86,328.3,306.5,18498,32793,33817,32793,8,8,8,5913,0,3,0,0,0,
2022_4_8_19:36:16:920,-8.77197,395.812,0.00593585,0.02631,0.0069987,14.625,14.625,14.6456,1815.86,98.77,11.3771,10.9065,10.9065,-8.77197,-8.77197,6.89705,6.637,154.577,0,1,0,0,8,0,255,255,877.4,99.0492,8,139,3075,468.8,14,4087,1,2058,1012,7,4080,3967,1141.2,204,2316,288,33.7,33,3276.7,36.7,36.71,27.9,1.06165e-15,75.9,61.8,68.1,61.04,97.6,36.4,97.6,97.14,96.56,58.44,52.84,45.89,0,0,418.4,417.2,413.8,1637.1,1667.4,1682.9,50.009,2064.3,28.7,0.1999,6.639,6.637,6.635,6.737,6.621,6.603,5.3,3.86,7.99,309.9,328.3,306.5,18498,32793,33817,32793,8.3,8.3,8.4,5913,0,3,0,0,0,
2022_4_8_19:36:17:920,-8.99128,395.812,0.00574053,0.0235176,0.00372354,14.4434,14.4434,14.6944,1815.96,98.908,11.2539,11.3695,11.3695,-8.99128,-8.99128,7.72858,7.90733,154.616,0,1,0,0,8,0,255,255,672.6,98.7791,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,36.7,36.71,27.95,1.06165e-15,75.9,61.8,68.1,61.03,97.59,36.4,97.59,97.22,96.52,58.44,52.88,45.81,0,0,418.5,417.2,413.7,1632.7,1662.8,1678,49.985,2072.6,69.1,0.9978,7.912,7.903,7.907,8.034,7.887,7.861,11.09,16.79,11.14,309.9,328.31,306.5,18498,32793,33817,32793,8,8,8,5913,0,3,0,0,0,
2022_4_8_19:36:18:920,-8.3651,395.812,0.00677053,0.0230003,0.00281916,14.4639,14.4639,14.478,1803.71,98.711,11.3104,11.0733,11.0733,-8.3651,-8.3651,6.59183,6.49367,154.601,0,1,0,0,8,0,255,255,672.6,98.9569,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,36.7,36.7,28,1.06165e-15,75.9,61.8,68.1,61.02,97.59,36.4,97.59,97.21,96.56,58.42,52.88,45.89,0,0,418.4,417.1,414,1617.8,1649.9,1664.7,49.968,2050.4,79.1,0.3988,6.496,6.492,6.493,6.589,6.478,6.5,15.09,10.29,9.16,309.85,328.3,306.51,18498,32793,33817,32793,8.4,8.3,8.4,5913,0,3,0,0,0,
2022_4_8_19:36:19:920,-8.21126,395.812,0.00592364,0.0209906,0.00181633,14.4463,14.4463,14.4664,1803.75,99.2,11.1483,10.9535,10.9535,-8.21126,-8.21126,6.4772,6.66,154.693,0,1,0,0,8,0,255,255,775,99.3319,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,36.7,36.71,28,1.06165e-15,75.9,61.8,68.1,61.05,97.6,36.4,97.6,97.23,96.52,58.42,52.87,45.86,0,0,418.4,417,414.1,1625.5,1658,1672.5,50.05,2058.6,50.8,0.5979,6.657,6.654,6.669,6.753,6.663,6.654,17.7,12.07,13.5,309.87,328.3,306.5,18498,32793,33817,32793,8,8.2,8,5913,0,3,0,0,0,
2022_4_8_19:36:20:920,-8.69526,395.812,0.00613422,0.0193518,0.001105,14.543,14.543,14.5426,1812.89,99.28,11.2643,12.0611,12.0611,-8.69526,-8.69526,6.38541,6.12667,154.601,0,1,0,0,8,0,255,255,877.4,99.2265,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,36.7,36.73,28,1.06165e-15,75.9,61.8,68.1,61.07,97.58,36.4,97.58,97.24,96.55,58.45,52.86,45.86,0,0,418.3,417.3,414,1637.6,1668.3,1684,50.013,2064.2,78.7,0.9978,6.124,6.134,6.122,6.21,6.129,6.118,5.89,4.41,9.3,309.8,328.3,306.45,18498,32793,33817,32793,8.4,8.2,8.2,5913,0,3,0,0,0,
2022_4_8_19:36:21:920,-8.35726,395.812,0.00624103,0.0207526,0.000797446,14.499,14.499,14.7292,1823.4,99.071,11.4991,11.4121,11.4121,-8.35726,-8.35726,7.79801,7.88767,154.538,0,1,0,0,8,0,255,255,979.8,99.0865,8,139,3075,468.8,14,4087,1,2058,1012,7,4080,3967,1141.2,204,2316,288,33.7,33,3276.7,36.7,36.71,28,1.06165e-15,75.9,61.8,68.1,61.05,97.56,36.4,97.56,97.17,96.54,58.43,52.86,45.87,0,0,419.3,416.8,413.7,1647.1,1673.6,1688.9,50.023,2082.1,70.7,0.3987,7.888,7.887,7.888,8.006,7.861,7.848,9.63,14.01,9.45,309.82,328.3,306.5,18498,32793,33817,32793,8.2,8.2,8.2,5913,0,3,0,0,0,
2022_4_8_19:36:22:920,-7.56299,395.812,0.00542314,0.0215766,0.00116533,14.5078,14.5078,14.5366,1813.86,98.623,11.4621,11.225,11.225,-7.56299,-7.56299,6.89706,6.904,154.569,0,1,0,0,8,0,255,255,775,98.6137,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,36.75,36.7,28,1.06165e-15,75.9,61.8,68.1,61.05,97.57,36.4,97.57,97.19,96.53,58.44,52.84,45.85,0,0,418.6,417,414,1624.3,1655.7,1671.7,50.055,2062.6,41.9,0.1991,6.914,6.897,6.901,7.019,6.885,6.901,17.43,13.44,11.59,309.83,328.3,306.52,18498,32793,33817,32793,8,8.1,8,5913,0,3,0,0,0,
2022_4_8_19:36:23:920,-7.1493,395.812,0.00537126,0.0226173,0.00183509,14.5605,14.5605,14.5812,1816.24,99.233,11.1401,10.3717,10.3717,-7.1493,-7.1493,7.09322,7.15667,154.562,0,1,0,0,8,0,255,255,672.6,99.3606,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,36.72,36.71,28,1.06165e-15,75.9,61.82,68.11,61.03,97.59,36.4,97.59,97.16,96.57,58.44,52.83,45.89,0,0,418.8,417.2,413.8,1640.9,1670,1685.5,49.989,2070.7,34.3,0.1994,7.155,7.154,7.161,7.244,7.161,7.124,14.16,9.26,9.51,309.81,328.3,306.49,18498,32793,33817,32793,8,8.1,8,5913,0,3,0,0,0,
2022_4_8_19:36:24:920,-7.11282,395.812,0.00444044,0.0249443,0.00404631,14.584,14.584,14.5938,1819.9,99.783,10.9191,11.0718,11.0718,-7.11282,-7.11282,6.93102,6.74533,154.577,0,1,0,0,8,0,255,255,570.2,99.6764,8,139,3075,571.2,14,4087,1,2058,1012,7,4080,3967,1166.8,204,2316,288,33.7,33,3276.7,36.76,36.71,28,1.06165e-15,75.9,61.82,68.11,61.03,97.55,36.4,97.55,97.29,96.55,58.45,52.87,45.82,0,0,419.2,417.1,413.7,1654.5,1682.3,1698.3,50.08,2083.4,74.5,0.9972,6.745,6.746,6.745,6.838,6.74,6.714,8.07,4.94,9.54,309.8,328.3,306.5,18498,32793,33817,32793,8.3,8.3,8.1,5913,0,3,0,0,0,
2022_4_8_19:36:25:920,-6.51051,395.812,0.00410016,0.0251183,0.00399323,14.5928,14.5928,14.7999,1828.78,99.452,11.3165,12.5567,12.5567,-6.51051,-6.51051,8.40791,8.44233,154.632,0,1,0,0,8,0,255,255,877.4,99.3139,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,36.72,36.7,28,1.06165e-15,75.9,61.82,68.17,61.07,97.59,36.4,97.59,97.23,96.52,58.45,52.84,45.9,0,0,419.2,417,413.6,1656.7,1684.2,1700.9,50.095,2092.9,67,0.3985,8.435,8.445,8.447,8.565,8.431,8.392,7.41,12.14,8.83,309.8,328.3,306.5,18498,32793,33817,32793,8.2,8.1,8.1,5913,0,3,0,0,0,
2022_4_8_19:36:26:920,-5.10364,395.812,0.00335704,0.0255623,0.00446825,14.5254,14.5254,14.582,1818.47,98.393,11.8177,12.1796,12.1796,-5.10364,-5.10364,7.6448,7.723,154.608,0,1,0,0,8,0,255,255,877.4,98.5291,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,36.7,36.72,28,1.06165e-15,75.9,61.86,68.19,61.07,97.55,36.4,97.55,97.23,96.55,58.46,52.87,45.88,0,0,418.7,417.1,414,1626.5,1656.4,1670.7,50.024,2073.5,61.5,0.3985,7.726,7.723,7.72,7.842,7.708,7.711,17.35,15.64,13.06,309.8,328.3,306.5,18498,32793,33817,32793,8.1,8.1,8.1,5913,0,3,0,0,0,
2022_4_8_19:36:27:920,-3.52317,395.812,0.00298013,0.0238411,0.00333585,14.5869,14.5869,14.5981,1814.48,98.647,11.7918,11.574,11.574,-3.52317,-3.52317,7.6255,7.622,154.623,0,1,0,0,8,0,255,255,979.8,98.96,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,36.7,36.7,28,1.06165e-15,75.9,61.82,68.18,61.07,97.59,36.4,97.59,97.16,96.59,58.43,52.83,45.88,0,0,418.4,417.2,413.9,1630.9,1662.6,1678,49.984,2060.9,69.7,0.3991,7.623,7.619,7.624,7.708,7.618,7.578,11.71,6.37,7.17,309.8,328.3,306.5,18498,32793,33817,32793,8,8,8,5913,0,3,0,0,0,
2022_4_8_19:36:28:920,-1.97638,395.812,0.00295267,0.0187735,0.00355557,14.5254,14.5254,14.5319,1813.23,99.284,11.6537,11.0436,11.0436,-1.97638,-1.97638,7.10571,7.00067,154.608,0,1,0,0,8,0,255,255,570.2,99.2811,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,36.71,36.76,28,1.06165e-15,75.9,61.84,68.2,61.06,97.6,36.4,97.6,97.19,96.53,58.44,52.91,45.83,0,0,418.7,417,413.7,1635.9,1665.1,1681.2,50.004,2066.4,47.2,0.1998,6.999,7.002,7.001,7.108,6.999,6.975,11.79,6.83,12.91,309.8,328.3,306.48,18498,32793,33817,32793,8,8,8,5913,0,3,0,0,0,
2022_4_8_19:36:29:920,0.2482,395.812,0.00274667,0.0178503,0.00424252,14.5635,14.5635,14.7373,1817.11,99.579,11.3021,11.3196,11.3196,0.2482,0.2482,8.33038,8.34467,154.624,0,1,0,0,8,0,255,255,775,99.6202,8,139,3075,571.2,14,4087,1,2058,1012,7,4080,3967,1166.8,204,2316,288,33.7,33,3276.7,36.7,36.74,28,1.06165e-15,75.9,61.84,68.18,61.07,97.58,36.4,97.58,97.3,96.53,58.46,52.89,45.85,0,0,419,417.1,413.7,1650.9,1680,1695.9,50.066,2083.2,64.7,0.5985,8.343,8.349,8.342,8.48,8.321,8.289,7.15,11.15,8.23,309.8,328.31,306.49,18498,32793,33817,32793,8,8,8,5913,0,3,0,0,0,
2022_4_8_19:36:30:920,2.37145,395.812,0.00284127,0.0175039,0.00418162,14.4141,14.4141,14.5048,1805.47,98.564,11.7353,12.8234,12.8234,2.37145,2.37145,7.51219,7.651,154.576,0,1,0,0,8,0,255,255,672.6,98.7767,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,36.7,36.71,28,1.06165e-15,75.9,61.87,68.19,61.09,97.6,36.4,97.6,97.23,96.55,58.45,52.89,45.9,0,0,417.4,417.4,414.4,1614.1,1650.1,1664.7,50.063,2064.4,82.8,0.9973,7.656,7.648,7.649,7.766,7.64,7.632,16.86,16.1,13.61,309.8,328.3,306.5,18498,32793,33817,32793,8.1,8.1,8,5913,0,3,0,0,0,
2022_4_8_19:36:31:920,3.31265,395.812,0.00377056,0.0172552,0.00368598,14.4697,14.4697,14.4858,1801.98,98.617,11.8595,10.9691,10.9691,3.31265,3.31265,7.01958,6.96033,154.601,0,1,0,0,8,0,255,255,979.8,99.0941,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,36.7,36.74,28,1.06165e-15,75.9,61.86,68.2,61.1,97.6,36.4,97.6,97.28,96.58,58.43,52.88,45.88,0,0,418.8,416.6,413.1,1620.6,1646.8,1661.9,50.021,2047.1,51.7,0.5987,6.96,6.959,6.962,7.059,6.958,6.942,13.47,7.3,6.36,309.8,328.32,306.49,18498,32793,33817,32793,8.3,8.2,8.3,5913,0,3,0,0,0,
2022_4_8_19:36:32:920,4.11999,395.812,0.00418104,0.0202368,0.00250954,14.4199,14.4199,14.4247,1803.63,99.441,11.2916,10.5635,10.5635,4.11999,4.11999,6.42497,6.37833,154.562,0,1,0,0,8,0,255,255,877.4,99.5011,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,36.71,36.73,28,1.06165e-15,75.9,61.86,68.18,61.09,97.58,36.4,97.58,97.24,96.56,58.44,52.89,45.87,0,0,418.7,416.8,413.4,1632.2,1661.5,1677.6,49.998,2058.8,80.9,0.7983,6.372,6.383,6.38,6.476,6.383,6.372,12.47,7.4,14.38,309.8,328.3,306.47,18498,32793,33817,32793,8.2,8.1,8.1,5913,0,3,0,0,0,
2022_4_8_19:36:33:920,4.03141,395.812,0.0042375,0.0267281,0.00501387,14.5518,14.5518,14.682,1815.09,99.77,11.1072,10.9177,10.9177,4.03141,4.03141,7.64401,7.58433,154.569,0,1,0,0,8,0,255,255,877.4,99.7861,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,36.72,36.75,28,1.06165e-15,75.9,61.86,68.18,61.09,97.6,36.4,97.6,97.12,96.56,58.45,52.87,45.9,0,0,418.7,417,413.7,1652,1681.7,1697.5,50.03,2084.8,45.1,0.7982,7.573,7.589,7.591,7.691,7.557,7.55,6.1,9.03,8.04,309.78,328.3,306.5,18498,32793,33817,32793,8.1,8,8.1,5913,0,3,0,0,0,
2022_4_8_19:36:34:920,5.38606,395.812,0.00520188,0.0297098,0.00811388,14.4141,14.4141,14.5409,1808.35,98.917,10.9354,10.3868,10.3868,5.38606,5.38606,7.36033,7.51,154.576,0,1,0,0,8,0,255,255,570.2,99.2163,8,139,3075,571.2,14,4087,1,2058,1012,7,4080,3967,1166.8,204,2316,288,33.7,33,3276.7,36.71,36.7,28,1.06165e-15,75.9,61.88,68.2,61.1,97.62,36.4,97.62,97.24,96.58,58.46,52.89,45.89,0,0,418.4,417,413.9,1625.9,1656.3,1671.8,50.049,2072.6,79.9,0.9975,7.518,7.505,7.507,7.635,7.486,7.489,16.47,15.94,12.56,309.8,328.32,306.5,18498,32793,33817,32793,8.3,8.3,8.1,5913,0,3,0,0,0,
2022_4_8_19:36:35:920,6.11254,395.812,0.00481124,0.0298212,0.00746069,14.4814,14.4814,14.4941,1801.88,98.926,10.785,10.5084,10.5084,6.11254,6.11254,6.74243,6.66467,154.601,0,1,0,0,8,0,255,255,672.6,99.2635,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,36.7,36.7,28,1.06165e-15,75.9,61.88,68.19,61.09,97.6,36.4,97.6,97.2,96.55,58.46,52.9,45.91,0,0,418.8,416.7,413.5,1627.5,1654.5,1670.9,50.051,2054.4,38.6,0.3994,6.67,6.661,6.663,6.741,6.658,6.653,13.63,7.89,5.88,309.77,328.3,306.46,18498,32793,33817,32793,8,8.1,8,5913,0,3,0,0,0,
2022_4_8_19:36:36:920,6.04996,395.812,0.00571917,0.0273873,0.00516143,14.4053,14.4053,14.4225,1804.23,99.663,10.6485,10.5727,10.5727,6.04996,6.04996,6.21622,6.23933,154.585,0,1,0,0,8,0,255,255,775,99.566,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,36.72,36.77,28,1.06165e-15,75.9,61.9,68.19,61.09,97.6,36.41,97.6,97.24,96.56,58.46,52.9,45.9,0,0,418.8,416.9,413.9,1636.3,1666.8,1682.3,50.033,2062.2,68.2,0.9969,6.235,6.239,6.244,6.347,6.24,6.242,14.2,9.55,15.73,309.8,328.3,306.41,18498,32793,33817,32793,8,8,8,5913,0,3,0,0,0,
2022_4_8_19:36:37:920,5.6852,395.812,0.00612812,0.0210044,0.00333587,14.54,14.54,14.6473,1810.73,99.555,10.663,11.0015,11.0015,5.6852,5.6852,7.13371,7.02767,154.577,0,1,0,0,8,0,255,255,979.8,99.2712,8,139,3075,468.8,14,4087,1,2058,1012,7,4080,3967,1141.2,204,2316,288,33.7,33,3276.7,36.71,36.75,28,1.06165e-15,75.9,61.88,68.19,61.1,97.61,36.41,97.61,97.3,96.54,58.46,52.87,45.88,0,0,418.7,416.9,413.1,1642.2,1670.8,1685.9,50.038,2071.3,48.4,0.5988,7.028,7.038,7.017,7.107,7.024,6.985,4.58,6.31,6.6,309.75,328.31,306.45,18498,32793,33817,32793,8.1,8.1,8,5913,0,3,0,0,0,
2022_4_8_19:36:38:920,5.28748,395.812,0.0056093,0.0192419,0.00373177,14.4023,14.4023,14.5609,1807.86,99.14,10.9551,11.3665,11.3665,5.28748,5.28748,7.16917,7.313,154.614,0,1,0,0,8,0,255,255,877.4,99.1756,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,36.71,36.75,28,1.06165e-15,75.9,61.9,68.18,61.1,97.6,36.42,97.6,97.29,96.59,58.46,52.89,45.86,0,0,418.4,416.9,413.4,1627.1,1657.6,1672.6,50.109,2070.1,66.7,0.5982,7.315,7.315,7.309,7.433,7.297,7.308,14.44,15.88,13.13,309.76,328.33,306.47,18498,32793,33817,32793,8,8,8.4,5913,0,3,0,0,0,
2022_4_8_19:36:39:920,6.5153,395.812,0.00572375,0.0191809,0.00343489,14.4287,14.4287,14.4368,1798.6,98.582,10.9813,10.8002,10.8002,6.5153,6.5153,6.19627,6.10933,154.553,0,1,0,0,8,0,255,255,672.6,98.8215,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,36.71,36.75,28,1.06165e-15,75.9,61.9,68.2,61.1,97.6,36.42,97.6,97.24,96.59,58.46,52.9,45.9,0,0,419.3,416.7,413.4,1614,1637.8,1653.9,50.056,2045.9,58.9,0.399,6.111,6.105,6.112,6.201,6.094,6.122,12.09,8.91,6.71,309.77,328.37,306.49,18498,32793,33817,32793,8,8.1,8,5913,0,3,0,0,0,
2022_4_8_19:36:40:920,8.91231,395.812,0.00428327,0.0197272,0.00278399,14.3906,14.3906,14.4081,1798.43,99.15,10.7957,10.0496,10.0496,8.91231,8.91231,5.84248,5.961,154.569,0,1,0,0,8,0,255,255,672.6,99.1818,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,36.71,36.75,28,1.06165e-15,75.9,61.9,68.2,61.1,97.59,36.46,97.59,97.26,96.58,58.46,52.91,45.88,0,0,418.2,416.9,413.5,1619.7,1650.8,1664.7,50.052,2045.6,70.5,0.5987,5.958,5.963,5.962,6.051,5.968,5.976,16.8,10.09,16.39,309.8,328.33,306.4,18498,32793,33817,32793,8.1,8,8,5913,0,3,0,0,0,
